source,destination,holding_time
7,3,10
0,3,13
7,4,76
0,3,37
7,4,3
0,4,28
7,3,47
7,3,2
7,3,49
7,3,47
7,4,37
7,4,38
0,3,73
7,3,2
7,3,29
7,3,45
0,4,68
7,3,46
0,4,80
7,3,22
7,3,12
7,3,76
0,4,9
0,3,3
7,3,4
0,3,22
7,3,44
0,4,29
0,3,35
7,3,4
0,4,70
7,3,69
0,4,7
7,3,49
7,3,10
0,4,2
7,4,10
0,3,63
7,3,7
7,4,11
7,3,60
0,3,29
7,4,7
7,4,2
0,3,2
7,4,9
7,4,29
7,3,41
0,4,52
0,3,27
7,4,50
7,4,47
0,3,2
0,4,2
0,4,46
0,4,4
7,4,44
0,3,43
7,4,11
0,4,40
7,3,2
0,3,13
0,4,2
0,3,32
7,4,3
7,4,3
0,4,34
0,3,33
0,4,18
7,4,7
7,3,19
7,3,19
7,4,28
0,4,2
7,4,26
7,3,6
0,3,24
0,4,23
7,3,22
7,4,3
7,3,20
7,4,7
7,4,18
0,3,17
0,3,16
0,3,12
7,4,3
7,3,4
0,3,12
7,3,11
0,4,6
7,4,5
7,4,8
7,3,7
0,3,6
7,4,5
7,4,2
7,3,3
0,4,2
0,4,1
