source,destination,holding_time
0,4,5
0,3,3
7,4,21
0,3,2
7,4,2
7,3,3
0,4,2
0,4,2
0,3,3
0,3,12
7,4,3
7,3,2
7,3,7
0,3,2
7,3,2
0,4,4
7,4,9
7,3,2
7,3,4
7,3,59
0,3,2
7,3,2
7,3,2
0,3,2
7,3,2
7,4,2
0,3,10
7,3,2
7,4,16
0,3,5
7,4,2
0,3,6
7,4,2
0,4,3
7,4,5
7,3,19
0,3,2
0,3,2
0,3,3
0,4,3
0,3,2
0,4,2
7,3,58
7,3,2
7,3,2
7,3,2
7,3,2
7,3,2
7,4,2
0,3,3
7,4,2
0,4,5
0,3,2
7,3,3
0,3,3
0,4,45
0,3,3
7,4,4
0,3,2
7,4,4
0,4,2
0,4,2
0,4,4
0,3,9
7,3,2
0,4,3
0,4,5
7,3,12
0,4,2
0,3,2
7,4,2
7,4,3
0,3,2
7,4,2
7,3,23
7,4,2
0,3,14
0,3,3
7,3,7
7,3,2
7,3,3
0,4,2
0,4,5
0,4,3
7,3,2
7,4,2
0,3,4
0,4,5
0,3,2
7,3,4
7,4,10
7,3,6
7,4,4
0,4,7
0,3,6
7,3,2
7,4,4
7,3,3
0,3,2
7,3,1
