source,destination,holding_time
0,3,2
7,3,16
0,4,2
0,3,2
0,4,2
7,3,2
7,3,2
7,4,29
7,3,3
0,3,2
7,3,5
7,3,13
0,3,32
0,3,77
0,3,23
7,4,64
0,3,2
7,3,3
7,3,19
7,4,2
0,3,3
0,3,14
7,3,2
7,4,2
7,3,3
7,4,2
0,3,18
0,3,38
7,3,5
0,3,8
7,3,3
0,4,2
0,3,2
7,3,2
7,3,20
7,4,2
0,4,2
7,3,2
7,3,3
7,3,14
7,3,2
0,4,2
7,3,25
7,3,9
7,4,8
7,3,2
7,4,2
7,4,6
7,3,5
7,3,2
0,3,2
0,4,4
7,3,16
7,4,2
0,4,2
7,3,2
0,3,2
0,3,5
0,3,4
0,4,41
7,4,2
7,4,2
7,4,2
7,4,3
7,3,2
7,4,2
0,3,2
7,4,3
7,3,4
7,4,4
7,4,30
0,3,5
0,4,2
7,3,4
7,3,2
7,4,2
0,4,24
7,3,9
7,3,22
7,4,2
7,4,3
0,3,2
7,3,2
0,4,6
7,4,16
0,3,4
0,3,14
7,4,3
7,4,4
7,3,11
0,4,2
7,4,2
7,4,8
7,3,6
0,4,6
0,4,5
7,3,4
7,4,3
0,3,2
0,4,1
