source,destination,holding_time
7,4,2
7,4,3
7,3,5
7,3,5
7,3,2
0,3,2
0,4,2
7,3,8
7,3,2
7,3,63
7,3,2
7,3,6
7,4,2
7,4,2
7,3,4
0,4,2
0,3,2
0,4,2
7,4,2
0,4,52
0,3,3
7,3,2
0,4,3
0,4,8
0,3,3
7,4,2
0,3,11
7,4,8
7,4,3
0,4,71
0,4,2
0,4,2
0,3,26
7,3,10
7,3,2
7,4,4
7,3,2
0,3,63
0,4,4
0,4,5
0,4,2
7,4,20
0,3,19
7,3,4
0,4,20
0,4,2
0,4,4
0,4,3
0,4,2
7,3,51
7,3,50
7,4,3
7,4,11
7,4,5
0,3,2
7,3,3
0,3,2
7,3,43
7,3,2
7,4,2
7,3,3
0,4,7
7,4,2
7,3,2
0,3,6
7,3,11
7,3,2
7,4,6
7,4,4
7,3,3
0,3,14
0,3,5
7,3,2
7,3,3
7,4,2
0,3,4
0,4,3
7,3,2
7,3,6
7,4,3
0,3,3
7,4,16
7,4,15
7,4,3
7,4,2
7,3,2
0,4,2
0,4,4
7,3,2
0,3,2
0,3,2
7,3,6
7,4,2
0,4,7
7,3,3
0,3,2
7,4,2
0,4,3
7,4,2
7,3,1
