source,destination,holding_time
7,4,38
7,3,41
0,4,48
0,4,25
0,3,26
0,3,87
0,4,3
7,4,14
7,4,58
0,3,6
7,4,9
7,4,8
0,3,8
0,4,24
0,3,49
7,3,49
0,3,14
7,3,46
7,3,13
7,4,10
7,4,74
7,3,2
0,3,78
0,4,11
7,4,54
7,3,71
7,3,6
7,3,73
0,4,10
0,3,52
0,4,46
7,3,28
0,3,32
7,4,2
7,4,2
7,4,65
7,4,42
7,3,63
0,3,9
0,3,7
0,4,4
0,3,23
0,4,3
7,3,8
7,4,14
0,4,40
0,3,4
7,3,5
7,3,52
0,3,51
0,3,14
7,4,14
7,3,6
7,4,47
7,4,5
7,3,4
7,3,44
7,3,43
7,4,4
7,4,41
7,4,40
0,4,30
7,4,38
0,4,4
0,3,10
7,4,2
7,4,2
0,3,5
0,4,32
0,4,10
7,4,2
7,3,2
0,4,28
7,3,27
0,3,9
0,4,9
0,3,24
7,4,14
0,4,22
7,3,11
7,3,20
7,4,4
0,4,18
0,3,3
7,4,7
0,3,4
0,4,3
7,4,13
0,3,2
0,4,2
0,3,10
0,4,9
0,3,2
7,3,2
0,4,6
0,4,5
7,3,4
7,3,3
7,3,2
7,4,1
