source,destination,holding_time
0,4,16
7,4,4
0,3,54
7,3,38
7,4,31
0,4,15
7,3,10
7,4,2
7,3,6
0,3,16
7,4,38
0,3,3
7,4,25
7,3,40
7,4,3
7,4,78
0,4,60
0,3,20
0,3,3
0,3,53
7,3,6
7,4,14
7,4,45
7,4,27
0,3,19
7,3,75
0,4,5
0,3,28
7,3,53
0,4,4
0,3,25
7,3,69
0,3,21
7,4,36
7,3,8
7,3,44
0,4,2
7,3,16
0,3,17
0,4,25
0,3,7
0,3,8
0,3,2
0,3,3
0,4,43
7,3,4
7,3,19
0,4,3
0,3,8
0,4,6
7,3,2
7,4,4
0,3,10
0,3,3
0,3,2
0,4,40
7,4,44
7,4,39
0,4,13
7,4,4
7,4,24
0,4,16
7,3,3
0,3,25
0,3,3
0,3,23
0,4,5
0,4,23
7,3,2
0,4,7
0,4,30
0,4,11
7,3,20
7,3,27
7,4,26
0,4,25
0,4,2
0,3,2
0,4,22
0,4,16
0,4,3
0,3,9
7,4,5
0,4,3
0,4,4
7,4,15
0,4,14
0,3,4
0,3,12
7,4,11
7,3,10
0,4,9
0,4,6
7,4,7
7,3,6
0,3,2
0,4,4
0,4,3
0,3,2
0,3,1
