source,destination,holding_time
7,3,11
7,3,44
7,4,3
0,4,83
7,3,7
0,4,6
7,3,4
7,4,6
0,3,78
7,4,58
0,4,64
7,4,10
7,3,39
7,4,6
7,3,80
0,3,8
0,3,10
0,3,28
7,3,31
0,3,6
0,4,13
0,4,39
7,4,2
7,4,5
0,4,5
0,3,32
0,4,10
7,4,8
7,4,45
0,4,14
0,3,61
0,3,13
0,3,9
7,4,67
0,4,2
0,4,26
7,3,28
7,4,28
0,4,10
7,3,26
7,4,26
7,4,20
0,3,6
0,3,41
7,4,24
0,4,27
0,4,9
7,3,2
7,4,5
7,4,3
7,4,49
0,4,49
7,3,48
7,4,23
0,3,37
7,4,29
7,4,44
0,3,4
7,4,28
7,3,18
0,4,40
7,3,12
0,4,19
7,3,37
7,3,2
7,4,13
7,4,29
7,3,3
7,4,32
0,4,30
0,4,30
7,3,20
7,3,2
0,4,2
7,3,26
7,3,2
7,4,7
0,4,23
0,3,2
0,4,21
7,4,2
0,4,16
0,4,18
0,4,17
7,3,2
7,4,15
7,3,14
7,4,5
7,3,12
7,4,4
7,3,10
0,3,7
7,4,8
0,3,6
0,3,6
0,3,5
0,4,4
0,4,3
0,4,2
7,4,1
