source,destination,holding_time
7,3,2
0,3,4
7,3,5
7,4,22
0,4,15
7,4,19
7,4,30
0,4,4
0,3,2
0,3,2
7,4,6
0,4,2
0,4,16
0,4,4
0,4,3
7,3,52
0,4,3
7,3,14
7,3,6
0,3,2
0,4,4
0,3,30
0,3,5
7,4,3
7,3,2
7,4,26
7,4,4
0,4,4
7,4,47
0,4,9
7,4,14
7,3,15
7,3,2
0,4,2
0,3,19
7,3,24
7,4,3
7,4,2
7,4,49
7,3,2
7,3,2
7,3,11
0,3,58
0,4,2
7,4,6
0,4,10
7,4,4
7,3,18
0,4,8
7,3,4
7,3,50
0,4,2
7,3,2
0,4,14
7,3,6
7,3,4
7,3,24
7,4,7
7,4,4
0,4,7
7,4,4
7,3,18
7,4,38
7,3,23
0,3,2
7,3,5
0,3,2
7,4,20
0,4,3
7,4,31
7,4,3
7,4,29
7,3,6
0,3,2
7,4,26
0,3,25
0,3,24
0,4,23
7,4,22
0,3,21
0,3,4
7,4,19
0,4,5
7,4,17
0,3,16
0,4,4
0,3,2
7,3,3
0,4,2
0,3,3
0,3,4
7,4,9
7,4,8
0,4,7
7,3,2
0,3,5
7,3,4
0,3,2
7,4,2
0,4,1
