source,destination,holding_time
7,4,3
0,3,2
7,4,2
0,4,2
0,3,2
7,3,17
0,4,2
0,3,37
0,3,2
0,4,2
0,4,6
0,4,4
7,4,9
0,4,3
7,3,51
7,3,53
0,4,7
7,4,2
0,4,2
0,3,4
7,4,3
7,3,79
7,3,2
0,4,6
7,3,6
7,3,2
0,3,2
0,4,2
0,4,2
0,3,11
7,4,2
0,3,54
7,4,14
7,4,52
7,4,22
0,4,2
7,4,2
0,4,2
0,3,2
0,4,3
7,3,12
7,4,7
0,3,2
7,4,2
0,3,7
7,4,3
0,4,2
0,3,10
0,3,3
0,3,2
7,4,2
7,4,2
7,4,2
0,4,7
0,4,4
0,3,12
0,3,27
7,4,4
7,3,6
7,4,2
7,4,11
7,3,3
0,4,2
7,4,3
0,4,9
0,3,33
7,3,2
0,4,2
0,3,3
7,3,2
7,3,2
7,4,2
7,4,4
7,3,4
7,4,3
0,3,5
7,4,4
0,3,8
0,3,14
0,4,4
0,3,3
7,4,3
0,3,8
7,3,2
0,3,2
0,4,14
7,4,2
7,4,4
0,4,2
7,4,11
7,4,5
7,4,2
7,3,3
0,4,7
0,4,6
0,4,2
7,4,2
0,4,2
0,3,2
0,3,1
