source,destination,holding_time
0,4,2
0,4,2
0,4,6
7,4,2
7,3,2
0,3,2
0,3,2
0,3,4
7,3,2
7,3,3
0,4,23
7,3,15
0,4,31
7,4,11
7,4,3
0,3,2
7,4,3
7,4,3
7,4,30
7,4,6
7,3,2
0,3,2
0,4,2
0,3,17
0,3,13
7,4,5
7,4,7
0,4,2
0,4,4
7,4,3
7,3,2
7,4,2
0,4,2
0,3,2
0,3,16
7,4,5
0,3,2
0,3,2
7,3,2
0,4,2
7,4,2
7,3,59
0,3,10
0,3,2
7,3,2
7,3,3
0,4,3
0,4,9
0,3,2
0,3,2
7,3,4
0,3,3
7,3,2
0,4,2
0,3,2
7,3,8
7,4,24
0,3,2
7,4,2
7,4,2
0,3,6
7,4,5
7,3,23
0,4,2
7,3,2
7,4,15
0,3,2
0,4,3
7,3,4
0,3,3
0,4,5
0,4,2
7,3,7
0,4,4
7,4,4
0,4,2
7,4,2
0,3,2
7,4,3
0,4,4
0,3,2
0,3,15
7,4,2
7,4,2
0,4,2
7,4,3
0,3,2
7,3,2
0,3,2
0,3,4
0,4,3
0,4,2
0,3,8
0,4,7
7,4,2
7,3,5
0,4,3
7,4,3
0,4,2
7,4,1
