source,destination,holding_time
7,4,44
7,4,14
0,3,24
0,4,8
7,3,9
7,3,2
0,4,35
0,3,87
7,4,6
0,4,3
7,4,11
7,4,5
0,3,48
0,4,84
7,3,4
7,4,28
7,4,5
0,4,83
7,3,82
0,3,81
7,3,26
0,3,79
0,3,23
7,4,4
7,4,65
0,3,3
7,3,74
0,3,73
7,3,12
7,3,4
7,4,2
0,3,69
0,3,9
7,4,62
7,3,13
7,4,33
7,4,21
7,4,63
7,3,47
0,3,61
0,4,30
7,4,39
7,4,16
0,4,14
7,3,9
7,3,55
0,3,35
7,4,6
0,4,11
7,4,15
7,3,36
0,3,49
7,3,2
0,3,10
0,4,44
7,3,18
7,4,32
7,4,19
7,3,2
0,4,13
7,4,23
0,4,12
0,4,3
7,4,37
7,3,21
0,3,6
0,3,2
7,4,3
7,4,32
0,4,11
7,4,30
0,4,3
7,3,14
7,4,17
0,4,16
7,4,25
7,3,16
7,4,23
0,4,22
7,3,21
7,3,2
0,3,9
7,4,18
0,3,4
7,4,2
0,4,4
0,3,14
0,3,2
7,3,12
7,4,2
7,3,10
7,3,9
7,3,2
7,3,7
0,3,6
0,4,5
0,3,4
7,4,3
0,4,2
0,4,1
