source,destination,holding_time
0,4,40
0,4,3
7,3,31
0,3,10
7,4,4
7,3,3
0,4,63
7,3,26
7,4,12
0,4,91
0,3,51
0,4,35
7,4,15
0,4,5
7,4,26
0,3,6
7,3,57
0,4,2
0,4,21
0,4,5
0,3,16
7,4,8
7,3,36
7,4,7
0,4,10
0,4,10
7,3,49
0,4,20
0,3,7
0,3,16
7,3,20
7,3,6
7,3,29
0,3,3
7,3,14
0,3,46
0,3,21
7,4,63
0,4,3
7,3,9
7,4,60
7,4,59
7,3,58
0,3,57
0,3,30
7,4,55
0,4,32
0,4,48
0,3,38
7,4,50
0,3,2
7,4,5
0,3,7
0,4,27
7,4,22
7,3,7
7,3,17
7,3,20
0,4,2
7,3,3
0,4,4
7,3,10
0,4,3
7,4,17
7,3,16
0,4,4
7,4,17
7,3,33
0,4,31
0,4,13
0,3,30
0,4,3
0,4,14
0,3,27
0,4,26
0,3,25
7,3,10
0,4,4
0,3,22
0,3,6
0,3,16
7,4,19
7,4,9
0,4,2
7,3,4
7,4,5
0,3,6
0,4,2
7,3,4
0,4,4
0,3,10
0,3,9
0,3,3
0,4,7
7,4,6
7,3,4
0,3,4
0,3,3
0,3,2
7,4,1
