source,destination,holding_time
7,4,2
0,3,91
0,4,2
7,3,2
7,4,3
0,4,3
7,4,45
0,3,4
0,4,45
0,3,29
0,4,6
7,4,56
7,3,37
7,4,45
7,4,3
7,3,73
0,3,22
7,3,13
0,3,3
0,4,58
7,4,38
0,3,11
0,3,29
0,3,77
0,3,2
0,4,75
7,4,16
7,3,47
0,3,16
7,3,29
0,3,23
7,4,69
7,3,3
7,4,2
0,4,29
7,4,7
0,3,32
0,4,28
0,3,13
7,3,61
0,4,2
0,4,5
7,4,57
7,3,2
7,4,19
0,4,12
7,3,54
7,4,33
0,3,21
0,4,2
7,4,39
0,3,49
0,4,40
7,3,30
7,4,12
0,3,17
0,3,17
0,4,13
0,4,40
0,4,28
7,3,7
7,3,3
7,4,2
7,4,4
7,4,19
0,3,35
7,4,34
0,4,3
7,4,32
0,4,30
0,4,30
7,4,29
0,4,11
0,4,27
7,4,26
7,4,25
7,4,24
0,4,23
7,3,22
7,4,17
7,3,20
7,4,3
0,3,18
0,4,17
7,3,3
7,3,5
7,4,14
7,4,13
0,3,6
0,3,4
0,3,9
0,4,9
7,3,8
7,3,7
0,4,5
7,4,3
7,3,4
0,3,3
7,4,2
7,3,1
