source,destination,holding_time
0,4,2
7,4,2
7,3,2
0,4,24
0,3,4
7,4,2
7,3,3
0,3,5
7,4,2
0,3,4
7,4,2
7,3,2
7,3,2
7,4,18
7,4,2
0,3,2
7,4,2
7,3,7
0,3,7
7,3,3
0,4,8
7,4,8
0,3,3
0,3,9
7,4,2
0,3,4
7,4,2
7,4,2
0,3,2
7,3,8
7,3,2
0,4,3
7,3,2
0,3,2
7,4,5
7,4,14
0,3,62
0,3,3
7,3,2
0,4,17
7,4,60
0,3,2
7,4,2
7,4,3
0,3,2
0,3,7
7,3,3
0,3,34
0,3,2
7,4,2
7,4,9
7,3,2
0,3,16
7,4,2
0,3,2
7,4,2
7,3,2
7,3,2
0,4,2
0,4,2
0,3,2
7,3,3
7,3,2
7,4,2
0,3,3
0,3,2
0,3,34
7,3,3
0,3,4
7,4,4
0,3,30
0,4,26
7,3,28
0,3,5
0,4,4
7,4,3
7,4,3
0,3,2
7,3,2
0,3,3
7,4,20
0,4,19
0,3,9
0,4,2
0,4,2
7,3,4
0,3,2
0,4,13
0,4,12
7,3,3
7,4,2
7,4,4
0,4,4
7,4,5
7,4,6
7,3,3
0,3,2
7,3,3
7,3,2
7,4,1
