source,destination,holding_time
7,4,9
0,4,2
7,3,2
0,3,12
7,3,6
0,3,34
0,4,8
0,4,47
0,4,39
7,3,2
7,3,24
7,4,6
7,4,9
7,3,68
0,3,67
7,3,16
0,4,18
7,3,43
0,3,13
0,4,10
0,3,25
0,3,6
7,3,56
0,3,18
0,3,76
0,4,29
7,4,4
0,3,12
7,3,11
0,3,18
7,3,63
7,3,63
0,4,29
0,3,8
7,3,33
7,3,11
0,3,45
7,3,63
7,4,14
0,4,3
0,4,14
7,4,8
0,3,57
0,3,2
7,3,19
0,3,30
0,4,54
7,3,3
7,3,5
7,4,2
0,4,50
0,3,9
0,4,20
7,4,47
7,3,46
0,3,45
0,3,11
0,4,24
0,3,42
7,3,2
7,4,3
7,3,39
7,4,3
7,3,16
7,4,36
0,4,20
7,4,15
7,4,33
7,4,32
7,3,5
0,4,7
0,3,5
7,4,28
0,3,10
7,3,26
7,4,25
7,3,3
7,4,23
7,4,8
7,4,4
0,3,3
7,4,6
7,3,9
0,4,2
0,3,2
7,3,3
0,4,7
0,4,13
7,3,4
7,3,11
0,4,2
7,4,9
7,3,8
0,3,7
7,3,6
0,3,5
7,3,4
7,3,3
7,4,2
0,4,1
