source,destination,holding_time
0,3,91
7,4,12
0,4,2
7,4,76
7,4,4
0,4,18
0,3,15
0,4,4
7,3,2
0,4,4
7,3,2
7,4,10
0,3,40
0,3,5
7,4,48
7,3,7
0,3,3
7,4,3
7,3,32
7,4,10
7,3,10
7,4,4
7,4,12
7,4,3
7,3,8
0,3,21
7,3,56
7,3,4
0,4,3
0,4,5
0,3,63
0,4,35
7,4,24
0,3,14
0,4,49
7,3,2
0,4,4
0,3,59
7,4,2
7,3,13
0,3,60
0,4,3
7,4,5
7,4,8
0,4,56
0,4,2
7,3,3
0,4,25
7,3,4
7,4,2
0,4,4
7,3,49
7,3,4
7,3,4
7,4,6
7,3,14
0,4,2
0,3,7
7,4,42
7,4,16
7,4,6
7,3,11
0,3,38
7,3,4
7,4,2
0,3,2
7,4,2
7,4,9
0,3,2
7,4,31
7,4,2
7,3,29
0,4,28
7,3,7
0,3,12
0,3,3
7,3,2
7,4,8
7,4,3
0,4,5
7,3,2
0,3,9
7,4,12
0,3,2
0,3,2
7,3,15
7,4,6
7,4,13
7,4,3
7,3,2
7,4,5
0,4,2
7,4,8
7,3,7
0,4,6
7,3,2
7,4,4
0,3,3
7,3,2
0,4,1
