source,destination,holding_time
7,4,2
7,3,5
0,3,2
0,4,2
7,4,5
0,4,3
0,4,37
0,4,3
7,3,5
0,4,50
7,3,2
0,3,2
7,3,3
0,3,4
7,4,2
0,4,3
7,4,5
0,4,4
0,4,3
0,3,2
7,4,5
0,4,2
0,4,4
0,3,2
7,4,28
7,3,2
7,4,3
7,4,2
0,3,72
0,3,2
7,3,2
7,3,2
7,4,12
0,4,2
7,4,14
0,4,2
7,3,2
7,3,2
0,3,7
7,4,36
0,3,24
0,4,2
0,4,3
7,4,2
0,3,2
0,3,2
7,4,8
7,4,2
0,3,2
7,3,2
0,4,2
0,3,2
7,4,11
0,4,3
0,4,2
7,4,17
7,3,16
0,3,3
0,4,5
0,3,2
7,3,2
7,3,39
0,4,2
7,4,2
0,4,2
0,4,5
0,3,3
0,3,4
0,3,5
0,4,4
0,3,6
7,4,8
0,4,17
0,4,3
0,4,2
7,4,19
0,3,2
0,4,2
0,4,8
7,4,2
0,4,2
0,4,2
7,3,6
7,4,2
0,3,3
7,4,3
0,4,2
0,3,13
0,3,12
7,4,3
7,3,2
7,4,9
7,4,3
7,3,7
0,4,6
0,3,5
0,4,2
7,4,2
7,4,2
0,3,1
