source,destination,holding_time
0,4,59
0,3,2
7,3,95
7,3,5
0,4,8
0,4,31
7,4,53
0,3,6
0,3,3
7,4,9
0,3,6
0,4,3
7,4,13
7,3,20
7,4,2
0,3,8
7,3,8
7,3,3
7,3,54
0,4,54
7,3,5
0,3,2
0,4,59
7,4,77
7,3,11
7,4,3
7,3,17
0,4,45
7,3,20
7,4,8
7,3,2
7,4,55
7,4,2
0,4,10
0,4,28
7,3,16
0,4,15
7,4,2
0,4,2
7,4,25
0,3,49
7,3,3
7,4,8
0,3,6
0,4,7
0,4,26
7,3,7
0,4,45
7,4,24
0,4,51
7,4,9
0,3,9
0,3,48
7,4,21
7,4,35
7,3,27
0,4,36
7,3,15
7,3,2
0,4,41
0,4,17
7,4,6
7,3,21
0,4,34
0,3,5
0,4,35
7,3,4
0,3,26
7,4,32
7,4,9
7,3,2
7,4,26
7,4,3
7,4,18
0,3,2
0,4,25
7,3,24
7,4,3
0,3,18
7,4,21
7,3,3
0,3,19
0,4,3
7,3,2
7,4,8
0,3,7
7,3,14
7,3,4
0,3,12
7,4,11
0,3,10
7,4,9
7,4,8
0,3,7
0,3,6
0,4,5
0,4,2
0,4,2
0,4,2
7,3,1
