source,destination,holding_time
0,4,2
7,3,6
0,3,2
7,4,4
7,4,2
0,4,2
0,3,2
0,4,20
7,4,5
7,3,15
0,4,2
7,4,12
7,3,4
0,4,2
7,4,2
0,3,3
0,4,7
7,4,3
7,4,2
7,4,7
0,3,12
0,3,3
0,4,8
0,3,5
0,4,6
0,3,50
7,4,2
0,4,2
0,4,3
0,4,3
0,3,18
0,4,2
7,4,4
0,4,2
7,3,24
7,3,2
0,4,18
7,3,2
0,3,62
7,4,2
7,4,2
7,3,24
0,3,44
0,4,2
7,4,2
7,3,3
0,3,10
7,4,3
7,4,2
7,3,2
7,3,3
0,4,2
7,3,15
0,3,2
0,4,2
0,3,3
0,3,2
7,3,2
7,4,5
7,3,4
0,4,2
0,4,3
0,3,2
0,3,4
0,3,3
7,3,2
0,3,11
7,3,2
0,4,9
0,3,31
7,3,2
0,3,29
0,4,2
7,4,17
0,4,19
0,4,2
0,4,24
7,4,23
7,3,2
7,3,21
7,4,6
7,3,2
7,3,3
7,4,2
0,3,2
0,3,2
0,4,6
0,4,5
7,3,2
7,3,8
0,4,2
0,4,5
7,4,8
0,4,3
0,3,6
7,3,2
7,4,4
0,3,3
0,4,2
0,3,1
