source,destination,holding_time
0,4,26
7,4,26
7,4,8
0,4,7
7,3,68
7,3,2
0,3,23
7,3,55
7,4,64
0,3,12
7,3,5
0,4,2
7,3,2
0,4,4
7,4,38
7,3,80
0,4,5
7,3,2
0,3,49
7,4,50
0,3,57
7,3,4
0,4,10
7,3,77
0,3,34
7,4,75
7,3,74
0,4,3
7,4,72
7,3,41
7,4,2
0,4,69
0,4,2
7,3,6
0,4,58
0,4,11
0,3,60
7,3,2
0,4,62
0,4,3
7,4,10
0,4,51
0,4,58
0,4,5
0,4,17
0,4,3
0,4,51
7,3,20
0,3,52
7,4,45
0,4,6
7,3,12
0,4,48
7,3,47
0,4,46
7,4,45
7,3,44
7,3,43
7,4,17
0,3,15
7,4,10
7,4,12
7,4,3
0,4,34
7,3,25
0,3,2
0,3,2
0,3,33
0,4,14
7,3,10
0,4,13
7,4,3
0,3,7
0,3,27
0,3,6
7,3,25
7,3,24
0,4,6
7,3,8
0,4,18
0,3,4
0,3,19
0,4,18
0,3,10
7,4,4
0,3,9
0,3,6
7,3,4
7,4,4
7,4,11
7,4,10
7,3,4
7,4,8
7,3,7
0,4,4
7,3,5
7,3,4
7,4,3
7,3,2
0,4,1
