source,destination,holding_time
7,3,5
7,4,64
7,4,56
0,3,2
0,4,4
0,3,9
7,4,27
7,4,31
7,3,40
0,3,91
0,4,2
7,4,11
7,4,7
7,3,13
0,4,9
7,3,7
0,4,30
7,3,44
7,4,3
7,4,81
7,3,11
7,4,52
7,4,38
7,3,3
7,3,42
7,4,3
0,3,17
0,3,5
0,3,72
0,3,5
7,3,2
7,3,3
7,4,59
7,4,67
0,3,64
0,4,25
7,3,64
0,3,3
0,3,62
0,4,28
0,4,15
0,3,25
7,3,20
7,3,8
7,4,2
0,4,8
0,4,54
7,3,43
0,3,52
7,3,15
0,3,39
7,3,5
7,4,3
0,4,30
0,3,13
0,3,12
7,4,14
0,3,27
0,4,29
7,3,9
7,3,6
7,4,3
0,3,10
0,4,37
7,4,36
7,3,27
7,3,9
0,4,5
7,4,8
0,4,31
7,4,30
7,4,22
0,4,17
7,3,8
7,4,2
7,4,19
7,3,24
0,4,8
0,3,22
0,3,21
0,3,2
7,4,10
0,4,2
7,4,3
0,4,10
0,4,15
7,4,14
0,4,8
7,4,12
0,3,4
7,3,10
0,4,9
7,4,7
7,4,7
0,3,3
0,4,5
0,4,4
7,4,3
7,4,2
0,4,1
