source,destination,holding_time
7,4,2
7,3,2
7,4,22
0,4,20
0,4,2
7,3,2
0,4,81
0,4,5
0,3,2
0,3,4
0,3,3
0,3,67
0,4,60
0,4,3
7,3,6
7,4,2
0,4,76
0,4,2
0,4,12
0,4,2
7,3,2
0,4,7
7,3,3
7,4,4
7,4,2
7,3,2
0,3,4
0,4,3
0,3,2
7,3,36
7,3,6
7,3,3
0,3,2
0,3,4
7,4,2
0,4,8
0,4,11
0,4,2
0,3,2
0,4,18
0,3,3
0,3,9
0,3,34
0,3,4
0,3,2
7,3,9
0,3,12
0,3,3
7,4,9
0,4,2
7,3,2
7,4,5
0,3,2
0,4,2
0,4,6
0,3,2
0,4,2
7,3,17
7,4,10
7,3,12
7,4,9
7,3,2
7,4,2
0,4,2
7,3,7
7,4,7
7,3,28
0,3,5
7,3,2
7,4,4
0,4,4
0,3,2
7,3,3
7,3,2
7,3,2
7,3,2
0,4,3
7,4,21
7,4,6
0,3,2
0,3,2
7,4,2
0,3,4
7,3,2
7,3,2
7,3,3
0,4,2
7,4,2
7,4,2
7,4,3
7,4,10
7,3,3
7,4,3
0,3,2
7,3,2
7,4,3
7,4,2
7,3,3
7,4,2
7,3,1
