source,destination,holding_time
0,3,36
0,3,2
7,3,26
7,4,3
0,3,4
0,4,66
7,3,8
0,4,3
7,3,2
0,4,2
0,3,2
0,4,2
0,4,2
0,3,2
7,3,2
7,3,2
0,4,27
7,4,13
7,3,2
7,3,2
0,3,7
7,4,14
0,4,6
7,4,24
0,4,2
7,4,2
0,3,4
7,4,2
0,3,2
0,3,2
7,4,2
0,4,26
7,3,2
7,3,2
7,4,2
0,4,2
0,4,2
0,3,2
0,4,10
7,3,3
0,3,3
7,4,3
0,4,2
7,3,2
0,3,3
7,3,3
0,4,2
7,4,2
0,4,2
7,4,14
7,3,3
0,3,6
0,3,2
0,4,10
7,4,3
7,4,7
0,4,3
0,4,34
0,4,2
0,3,18
0,4,2
0,3,2
7,4,2
7,3,19
7,3,2
0,4,35
0,3,4
0,3,33
0,4,3
0,4,2
0,3,2
7,4,16
0,3,2
7,4,3
0,4,2
0,4,25
0,4,24
7,3,4
7,4,4
7,3,2
7,3,20
0,4,11
7,3,2
0,4,8
0,4,2
7,4,2
7,4,2
7,3,3
0,4,5
7,3,3
7,3,10
7,4,9
7,4,8
0,4,2
7,3,6
0,4,5
7,4,4
0,4,3
0,4,2
0,4,1
