source,destination,holding_time
0,3,86
0,4,5
0,3,87
7,3,7
7,4,12
0,4,7
0,4,40
0,4,5
0,3,2
7,4,10
7,3,3
0,3,10
0,3,5
0,3,6
0,3,15
0,4,21
7,3,8
7,4,35
0,4,29
0,4,15
0,3,3
0,4,9
0,3,2
0,4,19
0,4,11
0,3,2
0,3,6
0,3,2
0,4,72
7,3,2
0,3,55
7,4,69
0,3,17
7,3,14
7,4,5
0,4,2
0,3,45
0,4,28
7,3,3
0,3,61
7,4,6
7,4,15
0,3,4
0,4,57
0,3,22
0,3,46
0,3,3
7,4,53
7,3,8
0,4,32
7,3,9
7,4,49
7,4,22
7,3,6
7,4,2
0,4,45
7,4,4
7,4,2
7,4,5
7,3,17
7,3,2
0,4,12
0,3,8
0,3,5
0,3,16
7,3,2
0,4,5
7,4,5
0,4,32
7,4,27
0,4,2
7,3,6
0,3,21
0,4,27
7,4,26
7,3,2
7,4,3
0,4,2
0,3,4
7,4,2
0,3,20
0,3,17
7,3,14
0,4,17
0,4,6
0,4,7
7,3,14
0,3,2
7,3,4
0,4,6
0,3,3
0,3,5
0,4,3
0,4,2
7,4,2
7,4,3
7,4,4
7,4,3
0,3,2
0,4,1
