source,destination,holding_time
7,3,2
7,4,2
7,3,3
0,4,9
0,3,2
7,3,2
0,4,28
7,4,2
0,3,2
0,3,2
0,4,12
7,3,2
0,3,2
0,4,7
7,3,7
7,3,7
0,3,33
7,4,15
0,3,2
7,3,2
0,4,9
7,4,4
0,4,42
7,4,3
0,3,15
0,4,3
0,4,2
0,3,2
7,4,2
0,3,2
0,4,5
7,4,4
7,3,10
0,3,3
0,4,2
7,3,2
7,3,2
7,3,2
0,3,54
0,4,2
7,4,2
7,3,3
0,3,6
0,3,15
7,4,2
0,4,8
7,3,5
0,3,2
0,3,29
7,4,4
7,3,2
0,3,49
0,3,2
7,4,14
0,4,2
0,4,6
7,4,4
7,3,2
0,3,37
7,3,3
7,4,2
7,3,2
0,4,2
0,3,2
0,4,6
7,3,2
7,4,2
7,4,3
0,4,2
7,3,16
7,3,30
0,3,2
7,4,3
0,3,15
7,4,2
0,3,25
7,4,24
7,3,2
7,4,2
7,3,2
7,4,3
0,4,2
7,4,3
7,3,2
7,4,5
0,3,2
7,3,2
7,3,8
0,4,8
0,4,3
7,3,2
7,4,2
7,4,2
7,4,3
0,3,6
0,4,2
0,3,2
7,4,3
0,4,2
0,3,1
