source,destination,holding_time
7,4,19
7,3,5
0,3,18
0,3,3
0,3,2
7,3,74
7,4,24
7,3,17
0,4,6
0,4,69
7,3,35
7,4,8
7,4,49
7,4,2
0,3,4
0,3,3
7,3,6
0,4,13
0,4,5
7,4,3
0,3,21
7,4,79
0,3,4
7,4,4
7,3,4
0,3,75
0,3,54
0,4,27
0,3,13
7,4,25
0,4,70
0,3,42
7,4,25
7,4,37
7,4,15
0,4,5
7,3,10
0,3,46
0,3,62
0,3,3
0,4,20
7,3,16
0,4,58
0,4,10
7,4,14
0,4,6
0,4,9
0,3,53
7,4,2
0,3,5
0,3,2
0,4,22
0,3,20
7,3,30
0,3,2
7,4,21
0,3,36
7,3,43
7,3,3
7,3,11
0,4,4
7,4,20
0,3,38
0,3,37
7,3,7
7,3,17
7,3,16
0,3,12
0,4,32
0,4,31
0,3,27
0,3,11
0,4,3
0,3,27
0,4,6
0,4,2
0,3,24
0,3,23
0,4,22
7,3,21
0,4,2
0,3,5
0,3,18
0,3,3
0,4,16
0,3,15
7,4,2
0,3,13
0,3,3
7,3,11
7,3,3
0,3,9
7,4,3
0,3,7
7,3,6
0,3,5
7,4,3
0,4,3
0,3,2
7,4,1
