source,destination,holding_time
7,3,46
7,4,8
0,4,33
7,4,51
0,3,13
7,4,5
0,4,2
0,3,15
0,4,25
7,4,15
0,4,66
7,4,42
7,3,57
0,4,2
7,3,4
0,4,12
7,3,17
7,3,12
7,4,9
0,4,7
0,3,43
0,3,17
7,4,33
0,3,77
0,4,38
7,3,3
0,3,38
7,3,6
0,3,4
0,4,20
7,4,20
7,3,52
7,3,2
7,4,18
7,3,58
7,4,5
7,3,2
7,3,7
7,3,13
0,3,8
0,3,12
7,4,2
7,4,36
7,3,12
7,3,37
0,3,3
7,3,20
7,3,25
0,4,4
0,3,2
0,4,17
0,4,5
0,4,2
7,3,6
0,4,28
0,3,42
0,4,5
0,4,4
7,4,4
7,4,41
0,3,40
7,4,32
0,3,5
7,4,26
0,3,2
0,4,17
0,4,11
0,4,6
7,3,5
0,3,31
7,3,6
0,4,25
0,4,2
7,3,8
7,3,7
0,3,3
0,4,7
0,3,23
0,4,22
7,3,21
7,3,20
7,3,9
0,3,18
7,4,17
7,4,16
7,4,15
0,3,2
0,3,2
0,3,12
0,3,11
7,4,10
7,3,9
0,4,7
7,3,7
0,4,2
0,4,5
7,3,4
0,4,3
0,3,2
7,4,1
