source,destination,holding_time
7,3,5
7,4,2
0,3,10
7,3,10
7,4,16
7,4,17
0,3,5
7,3,42
0,3,2
7,4,2
0,3,71
7,3,79
7,4,19
0,4,6
7,3,6
0,4,2
7,3,2
0,4,2
7,4,4
0,4,3
0,3,2
0,4,2
7,3,11
0,3,2
0,4,76
7,4,4
7,3,74
0,3,73
0,4,2
7,3,16
0,4,2
7,3,3
7,3,2
0,4,43
0,4,3
0,3,65
7,3,2
0,4,4
7,3,3
0,4,2
0,4,3
7,3,24
7,4,14
7,4,40
0,3,9
7,3,31
0,4,54
7,4,6
0,3,5
7,4,2
7,3,2
0,4,7
0,4,15
7,3,2
0,3,5
0,4,45
7,4,20
0,4,34
7,4,14
7,3,41
7,3,40
7,4,39
0,4,23
7,3,4
7,3,2
7,4,3
7,3,9
7,4,13
0,4,3
0,3,5
7,4,30
0,3,2
7,4,3
0,3,27
0,3,26
0,4,3
0,3,3
0,3,3
7,4,2
0,4,3
0,4,20
7,4,11
7,4,2
7,3,2
7,3,16
0,4,2
7,4,12
7,4,6
7,3,11
0,3,11
7,4,9
0,4,9
7,4,2
7,3,3
0,4,6
0,3,2
0,3,4
0,3,2
7,4,2
7,3,1
