source,destination,holding_time
7,4,48
0,4,3
7,3,6
7,4,5
7,4,32
0,3,24
7,4,2
0,4,22
0,4,92
7,3,63
0,3,25
0,4,9
0,4,35
7,4,51
7,3,77
7,4,2
0,4,79
0,4,69
7,4,2
7,4,2
7,3,30
7,4,7
0,4,25
7,4,18
0,4,24
7,4,8
0,3,68
0,4,60
7,3,9
7,4,3
7,4,55
0,4,25
0,4,6
7,4,38
7,4,2
0,3,65
0,3,9
0,4,36
7,4,6
0,3,39
7,4,2
7,4,2
7,3,58
7,4,43
7,4,35
0,4,55
7,3,14
7,3,10
7,4,4
0,3,20
7,4,7
0,3,2
7,3,48
0,3,2
0,3,41
7,3,8
7,4,4
0,3,9
0,4,42
7,3,39
7,4,39
7,3,9
7,4,9
0,4,2
7,3,32
0,3,35
7,4,34
7,3,33
7,4,26
0,3,31
7,3,2
0,4,29
7,4,4
0,4,17
7,4,8
0,3,4
7,4,24
7,4,18
0,3,22
0,3,11
7,3,2
7,4,19
7,3,12
0,3,3
7,4,16
0,3,15
0,3,14
7,3,13
0,4,12
0,4,11
0,4,10
7,3,3
7,3,2
7,4,6
0,4,6
0,3,5
7,4,4
7,3,3
0,3,2
7,3,1
